Borough,ParkorPlayground,Date,SportsPlayed,KIMorSSE,Attendance,Cancellation
Bronx,Williamsbridge Oval Park,07/30/2024 10:30:00 AM,Various Sports,S.S.E,22,
Manhattan,Martin Luther King Plgd,07/09/2024 01:34:00 PM,,K.I.M,78,
Staten Island,Lieutenant John H. Martinson Playground,07/27/2024 10:00:00 AM,,K.I.M,150,
Queens,Queensbridge Park,08/10/2023 06:00:00 PM,,K.I.M,0,
Manhattan,Happy Warrior Playground,08/17/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Langston Hughes Playground,08/03/2024 06:35:00 PM,,K.I.M,33,
Manhattan,Bloomingdale Playground,04/28/2022 06:00:00 PM,,K.I.M,0,No Attendance
Queens,Helen Marshall Playground,08/17/2023 06:00:00 PM,,K.I.M,35,
Bronx,Devoe Park,07/20/2024 11:26:00 AM,,K.I.M,76,
Bronx,Willis Playground,09/01/2023 10:00:00 AM,,K.I.M,72,
Queens,Grover Cleveland Playground,04/25/2024 06:00:00 PM,,K.I.M,169,
Bronx,Al Quinones Playground,07/18/2024 11:26:00 AM,,K.I.M,200,
Manhattan,St. Vartans Park,07/19/2022 06:00:00 PM,,K.I.M,250,
Manhattan,Columbus Park,08/31/2022 06:00:00 PM,,K.I.M,0,No Attendance
Bronx,Loreto Playground,09/12/2023 10:00:00 AM,,K.I.M,80,
Queens,Flushing Meadows Corona Park,08/25/2022 10:28:00 AM,,K.I.M,0,Called Out
Queens,Lawrence Virgililo Playground,06/06/2024 06:00:00 PM,,K.I.M,80,
Staten Island,DeMatti Park Fieldhouse,05/03/2023 10:00:00 AM,,K.I.M,58,
Queens,Torsney Playground,08/04/2022 05:00:00 PM,,K.I.M,40,
Staten Island,Austin J. McDonald Playground Fieldhouse,04/25/2024 10:00:00 AM,,K.I.M,60,
Queens,Park of the Americas,07/05/2023 06:00:00 PM,,K.I.M,331,
Staten Island,Faber Park Recreation Center,08/25/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Queens,Redfern Playground,07/06/2024 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Sternberg Park,05/28/2022 10:00:00 AM,,K.I.M,333,
Manhattan,J. Hood Wright Park,08/04/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Flushing Meadows Corona Park,07/06/2023 06:00:00 PM,,K.I.M,100,
Manhattan,Seward Park,09/21/2022 06:00:00 PM,,K.I.M,250,
Bronx,Crotona Park,08/17/2023 10:00:00 AM,,K.I.M,24,
Staten Island,Greenbelt Recreation Center,10/30/2024 10:40:00 AM,Flag Football,S.S.E,9,
Bronx,Crotona Park,07/11/2024 11:26:00 AM,,K.I.M,17,
Queens,Yellowstone Park,08/29/2023 06:00:00 PM,,K.I.M,152,
Brooklyn,Calvert Vaux Park,07/11/2023 10:00:00 AM,,K.I.M,0,Called Out
Bronx,Williamsbridge Oval Park,06/13/2024 04:00:00 PM,Flag Football,S.S.E,11,Bad Weather
Queens,Bayswater Park,08/22/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Brooklyn,Arsenal Central Park,07/26/2023 09:00:00 AM,Various Sports,S.S.E,54,
Bronx,St. Mary's Park,08/23/2023 10:00:00 AM,,K.I.M,30,
Brooklyn,Dyker Beach Park,07/09/2022 10:00:00 AM,,K.I.M,88,
Staten Island,Austin J. McDonald Playground Fieldhouse,06/27/2024 10:00:00 AM,,K.I.M,134,
Queens,Flushing Meadows Corona Park,09/10/2022 03:37:00 PM,,K.I.M,0,Called Out
Queens,Bowne Park,08/26/2023 06:00:00 PM,,K.I.M,110,
Manhattan,Carmansville Playground,07/08/2023 06:00:00 PM,,K.I.M,42,
Bronx,Williamsbridge Oval Recreation Center,08/10/2022 04:00:00 PM,Flag Football,S.S.E,10,
Brooklyn,Hamilton Metz Field,07/14/2022 10:00:00 AM,,K.I.M,0,Called Out
Staten Island,Austin J. McDonald Playground,10/29/2024 10:00:00 AM,Various Sports,S.S.E,15,
Staten Island,Rev. Dr. Maggie Howard Playground,08/03/2022 10:00:00 AM,,K.I.M,72,
Queens,Hoover - Manton Playgrounds,09/20/2024 06:00:00 PM,,K.I.M,85,
Brooklyn,Marion Hopkinson Playground,08/20/2022 10:00:00 AM,,K.I.M,0,
Brooklyn,Marion Hopkinson Playground,07/13/2022 10:00:00 AM,,K.I.M,12,
Brooklyn,Carroll Park,05/24/2024 10:00:00 AM,,K.I.M,75,
Bronx,Slattery Playground,06/11/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Torsney Playground,07/25/2023 06:00:00 PM,,K.I.M,55,
Bronx,Hunts Point Recreation Center,09/25/2024 11:26:00 AM,,K.I.M,46,
Queens,Grover Cleveland Playground,08/22/2023 06:00:00 PM,,K.I.M,67,
Staten Island,Austin J. McDonald Playground Fieldhouse,09/07/2024 10:00:00 AM,,K.I.M,30,
Queens,Rochdale Park,07/21/2022 05:00:00 PM,,K.I.M,1,
Staten Island,Arrochar Playground,06/07/2023 10:00:00 AM,,K.I.M,0,Bad Weather
Brooklyn,William Sheridan Playground,07/16/2024 10:00:00 AM,,K.I.M,4,
Queens,Forest Park,08/11/2022 06:00:00 PM,,K.I.M,52,
Manhattan,Columbus Park,08/27/2022 06:00:00 PM,,K.I.M,280,
Manhattan,Bloomingdale Playground,08/24/2024 05:18:00 PM,,K.I.M,40,
Brooklyn,Marion Hopkinson Playground,08/10/2022 10:00:00 AM,,K.I.M,15,
Bronx,Hunts Point Playground,06/15/2024 11:26:00 AM,,K.I.M,27,
Staten Island,Austin J. McDonald Playground Fieldhouse,07/03/2024 10:00:00 AM,,K.I.M,75,
Staten Island,DeMatti Park Fieldhouse,07/29/2023 10:00:00 AM,,K.I.M,120,
Queens,Grover Cleveland Playground,06/10/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Brooklyn,Century Playground,08/05/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Queens,Horace Harding Playground,08/24/2022 03:42:00 PM,Various Sports,S.S.E,60,
Manhattan,St. Catherine's Park,06/21/2023 05:00:00 PM,,K.I.M,910,
Queens,Hoover - Manton Playgrounds,06/14/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Bronx,St. Mary's Park,08/05/2023 10:00:00 AM,,K.I.M,670,
Staten Island,Austin J. McDonald Playground,07/18/2023 10:00:00 AM,,K.I.M,88,
Manhattan,J. Hood Wright Park,07/29/2023 06:00:00 PM,,K.I.M,84,
Queens,Rockaway Beach and Boardwalk,08/01/2024 06:00:00 PM,,K.I.M,37,
Queens,Astoria Heights Playground,09/13/2024 06:00:00 PM,,K.I.M,205,
Staten Island,Rev. Dr. Maggie Howard Playground,07/27/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Manhattan,St. Catherine's Park,07/29/2023 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,J. Hood Wright Park,07/06/2022 06:00:00 PM,,K.I.M,228,
Staten Island,Lieutenant John H. Martinson Playground,06/23/2022 10:00:00 AM,,K.I.M,105,
Brooklyn,Marion Hopkinson Playground,09/14/2023 10:00:00 AM,,K.I.M,40,
Brooklyn,St. John's Park,09/06/2022 10:00:00 AM,,K.I.M,18,
Manhattan,Columbus Park,06/08/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Hoover - Manton Playgrounds,05/09/2024 06:00:00 PM,,K.I.M,115,
Staten Island,Faber Park Recreation Center,08/05/2022 10:00:00 AM,,K.I.M,38,
Brooklyn,Herbert Von King Park,09/12/2023 10:00:00 AM,,K.I.M,15,
Queens,Bowne Park,08/24/2023 06:00:00 PM,,K.I.M,65,
Bronx,Slattery Playground,05/31/2022 06:00:00 PM,,K.I.M,160,
Queens,Park of the Americas,05/10/2023 06:00:00 PM,,K.I.M,150,
Manhattan,Sol Lain Plgd,09/16/2023 06:00:00 PM,,K.I.M,0,Called Out
Queens,Astoria Heights Playground,05/02/2023 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Seth Low Playground/ Bealin Square,05/23/2023 10:00:00 AM,,K.I.M,78,
Bronx,Lozada Playground,08/24/2022 06:00:00 PM,,K.I.M,180,
Staten Island,Arrochar Playground,09/21/2024 03:37:00 PM,,K.I.M,12,
Queens,Lawrence Virgililo Playground,09/11/2024 06:00:00 PM,,K.I.M,100,
Queens,Astoria Park,08/10/2022 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Columbus Park,05/27/2023 06:00:00 PM,,K.I.M,390,
Brooklyn,Sternberg Park,06/23/2022 10:00:00 AM,,K.I.M,67,
Brooklyn,Dyker Beach Park,06/14/2022 10:00:00 AM,,K.I.M,9,
Bronx,Williamsbridge Oval Recreation Center,09/01/2022 10:19:00 AM,Flag Football,S.S.E,10,
Brooklyn,Herbert Von King Park,08/23/2023 10:00:00 AM,,K.I.M,16,
Queens,Flushing Meadows Corona Park,07/11/2023 06:00:00 PM,,K.I.M,80,
Brooklyn,Russell Pedersen Playground,07/13/2023 10:00:00 AM,,K.I.M,45,
Brooklyn,McCarren Park,08/10/2022 10:00:00 AM,,K.I.M,24,
Manhattan,Carmansville Playground,08/18/2023 06:00:00 PM,,K.I.M,0,No Attendance
Queens,Dutch Kills Playground,06/03/2023 06:00:00 PM,Various Sports,S.S.E,66,
Manhattan,Happy Warrior Playground,04/27/2022 06:00:00 PM,,K.I.M,40,
Manhattan,Martin Luther King Plgd,07/01/2023 06:00:00 PM,,K.I.M,41,
Queens,Roy Wilkins Park,08/17/2024 06:00:00 PM,,K.I.M,81,
Staten Island,Rev. Dr. Maggie Howard Playground,08/12/2022 10:00:00 AM,,K.I.M,61,
Queens,Torsney Playground,06/21/2023 06:00:00 PM,,K.I.M,118,
Manhattan,Martin Luther King Plgd,07/28/2022 06:00:00 PM,,K.I.M,300,
Staten Island,DeMatti Park Fieldhouse,07/06/2022 10:00:00 AM,,K.I.M,160,
Queens,Grover Cleveland Playground,08/03/2023 06:00:00 PM,,K.I.M,89,
Brooklyn,Carroll Park,07/30/2024 10:00:00 AM,,K.I.M,0,Bad Weather
Manhattan,Seward Park,09/06/2023 06:00:00 PM,,K.I.M,205,
Brooklyn,Seth Low Playground/ Bealin Square,06/20/2024 10:00:00 AM,,K.I.M,28,
Brooklyn,Marion Hopkinson Playground,08/18/2022 10:00:00 AM,,K.I.M,5,
Bronx,Behagen Playground,05/24/2022 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Bloomingdale Playground,06/23/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Rochdale Park,09/22/2022 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Phil Scooter Rizzuto Park,06/07/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Bronx,Williamsbridge Oval Park,08/07/2024 03:00:00 PM,Tennis,S.S.E,0,Bad Weather
Manhattan,Happy Warrior Playground,08/11/2023 06:00:00 PM,,K.I.M,480,
Bronx,Soundview Park,09/05/2024 11:26:00 AM,,K.I.M,27,
Staten Island,Austin J. McDonald Playground Fieldhouse,09/20/2024 10:00:00 AM,,K.I.M,32,
Bronx,Behagen Playground,08/12/2022 06:00:00 PM,,K.I.M,200,
Staten Island,Rev. Dr. Maggie Howard Playground,09/26/2023 10:00:00 AM,,K.I.M,16,Bad Weather
Manhattan,Bloomingdale Playground,05/27/2023 06:00:00 PM,,K.I.M,200,
Staten Island,DeMatti Park Fieldhouse,09/12/2023 10:00:00 AM,,K.I.M,76,
Queens,Astoria Heights Playground,05/18/2024 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Carmansville Playground,04/27/2022 06:00:00 PM,,K.I.M,0,No Attendance
Queens,Yellowstone Park,08/10/2023 06:00:00 PM,,K.I.M,38,
Queens,Bowne Playground,07/14/2023 06:00:00 PM,,K.I.M,420,
Queens,Torsney Playground,05/05/2023 06:00:00 PM,,K.I.M,131,
Queens,London Planetree Playground,08/13/2022 06:00:00 PM,,K.I.M,45,
Brooklyn,Bedford Playground,07/15/2022 10:00:00 AM,,K.I.M,70,
Queens,Bayswater Park,06/25/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Bronx,Williamsbridge Oval Park,07/12/2024 11:00:00 AM,Flag Football,S.S.E,30,
Brooklyn,William Sheridan Playground,06/19/2024 10:00:00 AM,,K.I.M,20,
Bronx,Hunts Point Recreation Center,09/20/2024 11:26:00 AM,,K.I.M,56,
Staten Island,Austin J. McDonald Playground Fieldhouse,09/21/2024 10:00:00 AM,,K.I.M,87,
Queens,Hoover - Manton Playgrounds,05/05/2023 06:00:00 PM,,K.I.M,80,
Queens,Astoria Park,07/23/2022 05:00:00 PM,,K.I.M,30,
Brooklyn,Maria Hernandez Park,08/20/2022 10:00:00 AM,,K.I.M,55,
Brooklyn,Sternberg Park,06/01/2022 10:00:00 AM,,K.I.M,27,
Brooklyn,Carroll Park,04/25/2024 10:00:00 AM,,K.I.M,50,
Brooklyn,Sternberg Park,09/04/2024 10:00:00 AM,,K.I.M,66,
Queens,Forest Park,07/13/2022 06:00:00 PM,,K.I.M,42,
Staten Island,Lieutenant John H. Martinson Playground,05/09/2023 10:00:00 AM,,K.I.M,46,
Queens,Lawrence Virgililo Playground,10/01/2024 06:00:00 PM,,K.I.M,90,
Staten Island,DeMatti Park Fieldhouse,08/24/2024 10:00:00 AM,,K.I.M,126,
Manhattan,Bloomingdale Playground,08/31/2022 06:00:00 PM,,K.I.M,163,
Staten Island,Lieutenant John H. Martinson Playground,07/19/2024 10:00:00 AM,,K.I.M,100,
Staten Island,DeMatti Park Fieldhouse,08/05/2022 10:00:00 AM,,K.I.M,67,
Brooklyn,Maria Hernandez Park,08/31/2022 10:00:00 AM,,K.I.M,40,
Manhattan,Tompkins Square Park,05/05/2022 06:00:00 PM,,K.I.M,101,
Queens,Bowne Park,07/07/2022 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Happy Warrior Playground,09/16/2023 06:00:00 PM,,K.I.M,70,
Brooklyn,Brownsville Recreation Center,07/19/2024 12:00:00 PM,Various Sports,S.S.E,65,
Queens,Horace Harding Playground,06/14/2023 06:00:00 PM,,K.I.M,115,
Queens,Queensbridge Park,07/15/2022 06:00:00 PM,,K.I.M,40,
Queens,Torsney Playground,06/07/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Grover Cleveland Playground,08/08/2023 06:00:00 PM,,K.I.M,66,
Queens,Lawrence Virgililo Playground,09/18/2024 06:00:00 PM,,K.I.M,73,
Queens,Rochdale Park,07/19/2022 05:00:00 PM,,K.I.M,3,
Manhattan,St. Catherine's Park,06/15/2023 05:00:00 PM,,K.I.M,750,
Manhattan,Martin Luther King Plgd,06/23/2022 06:00:00 PM,,K.I.M,0,Called Out
Queens,Astoria Park,07/08/2022 06:00:00 PM,,K.I.M,35,
Manhattan,Happy Warrior Playground,08/26/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Helen Marshall Playground,07/30/2024 06:00:00 PM,,K.I.M,135,
Bronx,Williamsbridge Oval Park,08/15/2024 11:00:00 AM,Various Sports,S.S.E,7,
Queens,London Planetree Playground,06/29/2022 06:00:00 PM,,K.I.M,41,
Brooklyn,McCarren Park,09/07/2022 10:00:00 AM,,K.I.M,45,
Queens,Grover Cleveland Playground,07/10/2024 06:00:00 PM,,K.I.M,98,
Manhattan,Langston Hughes Playground,09/17/2022 06:00:00 PM,,K.I.M,160,
Bronx,Behagen Playground,05/14/2022 06:00:00 PM,,K.I.M,90,
Queens,Bowne Park,07/30/2022 05:00:00 PM,,K.I.M,50,
Queens,Grover Cleveland Playground,10/08/2022 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Stroud Playground,07/30/2022 10:00:00 AM,,K.I.M,10,
Staten Island,Fairview Park,07/26/2024 10:30:00 AM,Various Sports,S.S.E,25,
Manhattan,Sol Lain Plgd,07/06/2022 06:00:00 PM,,K.I.M,100,
Manhattan,Samuel Seabury Playground,06/05/2024 05:12:00 PM,,K.I.M,134,
Bronx,Williamsbridge Oval Recreation Center,07/14/2023 03:00:00 PM,Various Sports,S.S.E,12,
Queens,London Planetree Playground,07/09/2022 06:00:00 PM,,K.I.M,40,
Manhattan,Samuel Seabury Playground,08/30/2023 06:00:00 PM,,K.I.M,55,
Staten Island,Fairview Park,09/10/2024 10:30:00 AM,Various Sports,S.S.E,51,
Bronx,Walter Gladwin Park,07/25/2023 10:00:00 AM,,K.I.M,12,
Manhattan,Sol Lain Plgd,09/10/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Brooklyn,Century Playground,05/31/2023 10:00:00 AM,,K.I.M,0,Called Out
Manhattan,St. Catherine's Park,06/20/2023 05:00:00 PM,,K.I.M,1045,
Manhattan,Columbus Park,07/16/2022 06:00:00 PM,,K.I.M,206,
Queens,Park of the Americas,08/25/2022 03:42:00 PM,,K.I.M,80,
Queens,Flushing Meadows Corona Park,07/05/2023 06:00:00 PM,,K.I.M,0,
Bronx,Williamsbridge Oval Recreation Center,07/26/2023 11:00:00 AM,Various Sports,S.S.E,7,
Queens,Bowne Park,07/30/2024 06:00:00 PM,,K.I.M,65,
Bronx,St. Mary's Park,08/14/2024 11:26:00 AM,,K.I.M,650,
Brooklyn,Marion Hopkinson Playground,07/14/2022 10:00:00 AM,,K.I.M,15,
Queens,Helen Marshall Playground,06/21/2022 06:00:00 PM,,K.I.M,41,
Queens,Bayswater Park,08/30/2024 06:00:00 PM,,K.I.M,22,
Brooklyn,Rappaport Playground,06/25/2022 10:00:00 AM,,K.I.M,87,
Queens,Forest Park,07/23/2022 05:00:00 PM,,K.I.M,48,
Brooklyn,Calvert Vaux Park,09/15/2023 10:00:00 AM,,K.I.M,26,
Queens,Helen Marshall Playground,09/02/2022 10:24:00 AM,,K.I.M,22,Detailed to Event
Queens,Bowne Playground,07/05/2023 06:00:00 PM,,K.I.M,170,
Staten Island,The Big Park,07/29/2023 10:00:00 AM,,K.I.M,90,
Queens,Rochdale Park,08/17/2022 06:00:00 PM,,K.I.M,25,
Queens,Torsney Playground,06/30/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Tompkins Square Park,05/14/2022 06:00:00 PM,,K.I.M,35,
Queens,Bayswater Park,08/06/2024 06:00:00 PM,,K.I.M,65,
Queens,Astoria Heights Playground,10/07/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Juniper Valley Park,08/01/2023 06:00:00 PM,,K.I.M,135,
Brooklyn,Rappaport Playground,08/02/2022 10:00:00 AM,,K.I.M,150,
Queens,Queensbridge Park,08/12/2023 06:00:00 PM,,K.I.M,25,
Brooklyn,St. John's Park,09/08/2022 10:00:00 AM,,K.I.M,9,
Queens,Yellowstone Park,08/23/2023 06:00:00 PM,,K.I.M,93,
Queens,Lawrence Virgililo Playground,10/12/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Staten Island,Lieutenant John H. Martinson Playground,07/07/2022 10:00:00 AM,,K.I.M,155,
Manhattan,Sol Lain Plgd,08/14/2024 05:19:00 PM,,K.I.M,25,
Queens,Juniper Valley Park,06/29/2024 06:00:00 PM,,K.I.M,138,
Queens,Astoria Park,06/24/2022 06:00:00 PM,,K.I.M,45,
Bronx,Slattery Playground,09/07/2024 11:26:00 AM,,K.I.M,100,
Brooklyn,St. John's Park,09/21/2022 10:00:00 AM,,K.I.M,10,
Queens,Bowne Playground,04/29/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Astoria Heights Playground,07/03/2024 06:00:00 PM,,K.I.M,280,
Queens,Lawrence Virgililo Playground,06/14/2024 06:00:00 PM,,K.I.M,92,
Bronx,Loreto Playground,08/02/2023 10:00:00 AM,,K.I.M,21,
Manhattan,Martin Luther King Plgd,08/02/2023 06:00:00 PM,,K.I.M,187,
Queens,Juniper Valley Park,06/11/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Staten Island,Austin J. McDonald Playground,08/12/2022 10:00:00 AM,,K.I.M,141,
Manhattan,J. Hood Wright Park,08/06/2022 06:00:00 PM,,K.I.M,250,
Bronx,Lozada Playground,06/21/2022 06:00:00 PM,,K.I.M,20,
Brooklyn,Sternberg Park,06/14/2024 10:00:00 AM,,K.I.M,108,
Queens,Rockaway Beach and Boardwalk,08/30/2023 06:00:00 PM,,K.I.M,36,
Staten Island,Arrochar Playground,08/18/2023 10:00:00 AM,,K.I.M,43,
Bronx,Al Quinones Playground,08/23/2023 10:00:00 AM,,K.I.M,217,
Brooklyn,Brower Park,04/24/2024 10:00:00 AM,,K.I.M,15,
Bronx,Crotona Park,04/30/2022 06:00:00 PM,,K.I.M,72,
Queens,Lawrence Virgililo Playground,09/06/2024 06:00:00 PM,,K.I.M,72,
Brooklyn,McCarren Park,07/05/2022 10:00:00 AM,,K.I.M,100,Detailed to Event
Brooklyn,Marion Hopkinson Playground,09/06/2023 10:00:00 AM,,K.I.M,60,
Queens,Astoria Heights Playground,09/14/2024 06:00:00 PM,,K.I.M,138,
Manhattan,Columbus Park,04/21/2022 06:00:00 PM,,K.I.M,0,No Attendance
Manhattan,Samuel Seabury Playground,09/07/2023 06:00:00 PM,,K.I.M,120,
Bronx,Crotona Park,07/26/2022 06:00:00 PM,,K.I.M,58,
Queens,Bowne Park,06/15/2023 06:00:00 PM,,K.I.M,0,Called Out
Queens,Bowne Park,04/26/2022 06:00:00 PM,,K.I.M,7,
Staten Island,Greencroft Playground,08/09/2023 10:00:00 AM,,K.I.M,56,
Manhattan,McKinley Park,09/08/2022 06:00:00 PM,,K.I.M,140,
Staten Island,The Big Park,04/28/2023 10:00:00 AM,,K.I.M,37,
Brooklyn,Carroll Park,09/19/2024 10:00:00 AM,,K.I.M,60,
Queens,Helen Marshall Playground,09/23/2022 06:00:00 PM,,K.I.M,41,
Bronx,Bronx Park,08/09/2024 11:26:00 AM,,K.I.M,40,
Brooklyn,Brower Park,06/08/2024 10:00:00 AM,,K.I.M,33,
Manhattan,Martin Luther King Plgd,07/02/2022 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Juniper Valley Park,08/15/2023 06:00:00 PM,,K.I.M,54,
Queens,Helen Marshall Playground,09/30/2022 06:00:00 PM,,K.I.M,39,
Queens,Park of the Americas,07/07/2023 06:00:00 PM,,K.I.M,234,
Queens,Helen Marshall Playground,06/28/2022 06:00:00 PM,,K.I.M,54,
Bronx,Flynn Playground,05/18/2022 06:00:00 PM,,K.I.M,40,
Bronx,Williamsbridge Oval Recreation Center,07/21/2023 12:30:00 PM,Baseball,S.S.E,6,
Manhattan,Martin Luther King Plgd,07/05/2022 05:41:00 PM,,K.I.M,300,
Manhattan,Fort Tryon Park,07/27/2024 05:37:00 PM,,K.I.M,297,
Bronx,Poe Park,06/05/2024 11:26:00 AM,,K.I.M,25,
Queens,Police Office Edward Byrne Park,06/01/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Seward Park,06/10/2023 06:00:00 PM,,K.I.M,0,Called Out
Staten Island,Greencroft Playground,07/28/2023 10:00:00 AM,,K.I.M,54,
Bronx,Behagen Playground,08/02/2023 10:00:00 AM,,K.I.M,100,
Manhattan,Columbus Park,06/12/2024 09:47:00 AM,,K.I.M,115,
Staten Island,Lieutenant John H. Martinson Playground,06/26/2024 09:12:00 AM,,K.I.M,125,
Staten Island,Austin J. McDonald Playground,06/03/2022 10:00:00 AM,,K.I.M,93,
Queens,Grover Cleveland Playground,08/12/2022 06:00:00 PM,,K.I.M,66,
Queens,Corona Golf Playground,04/28/2022 06:00:00 PM,,K.I.M,74,
Manhattan,Samuel Seabury Playground,07/02/2022 06:00:00 PM,,K.I.M,0,Bad Weather
Staten Island,The Big Park,06/22/2023 10:00:00 AM,,K.I.M,0,Bad Weather
Queens,Helen Marshall Playground,09/29/2022 06:00:00 PM,,K.I.M,40,
Brooklyn,Hamilton Metz Field,07/06/2022 10:00:00 AM,,K.I.M,50,
Bronx,Williamsbridge Oval Park,08/03/2024 11:00:00 AM,Various Sports,S.S.E,8,
Queens,Torsney Playground,07/15/2022 06:00:00 PM,,K.I.M,47,
Bronx,Walter Gladwin Park,07/18/2024 11:26:00 AM,,K.I.M,27,
Queens,Park of the Americas,05/25/2023 06:00:00 PM,,K.I.M,314,
Queens,Phil Scooter Rizzuto Park,07/09/2022 06:00:00 PM,,K.I.M,70,
Queens,Bowne Playground,06/13/2023 06:00:00 PM,,K.I.M,600,
Queens,Torsney Playground,07/08/2023 01:00:00 PM,,K.I.M,50,
Queens,Gorman Playground,07/14/2022 06:00:00 PM,,K.I.M,13,
Queens,Helen Marshall Playground,06/07/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Helen Marshall Playground,09/25/2024 06:00:00 PM,,K.I.M,87,
Staten Island,Arrochar Playground,05/09/2024 10:00:00 AM,,K.I.M,45,
Queens,Torsney Playground,08/18/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Lawrence Virgililo Playground,06/04/2024 06:00:00 PM,,K.I.M,101,
Queens,Pomonok Playground,07/17/2024 06:00:00 PM,Various Sports,S.S.E,4,
Staten Island,Austin J. McDonald Playground Fieldhouse,11/15/2024 10:46:00 AM,Various Sports,S.S.E,8,
Queens,Park of the Americas,08/31/2023 06:00:00 PM,,K.I.M,173,
Queens,Rochdale Park,07/09/2022 06:00:00 PM,,K.I.M,3,
Staten Island,Walker Park,10/22/2024 04:00:00 PM,Flag Football,S.S.E,20,
Brooklyn,Maria Hernandez Park,09/13/2024 10:00:00 AM,,K.I.M,46,
Brooklyn,Fort Hamilton Senior Recreation Center,08/17/2023 09:00:00 AM,Various Sports,S.S.E,61,
Brooklyn,Seth Low Playground/ Bealin Square,04/30/2024 10:00:00 AM,,K.I.M,31,
Bronx,St. Mary's Park,07/18/2024 11:26:00 AM,,K.I.M,760,
Queens,Queensbridge Park,07/13/2022 06:00:00 PM,,K.I.M,31,
Staten Island,DeMatti Park Fieldhouse,07/14/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Staten Island,The Big Park,04/26/2023 10:00:00 AM,,K.I.M,70,
Manhattan,Bloomingdale Playground,07/20/2022 06:00:00 PM,,K.I.M,0,No Attendance
Manhattan,Carmansville Playground,05/17/2022 06:00:00 PM,,K.I.M,0,Career Coaching
Queens,Helen Marshall Playground,08/16/2024 06:00:00 PM,,K.I.M,0,Called Out
Queens,Hoover - Manton Playgrounds,07/22/2023 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Sternberg Park,08/18/2022 10:00:00 AM,,K.I.M,75,
Manhattan,Carmansville Playground,09/13/2022 06:00:00 PM,,K.I.M,100,
Queens,Lawrence Virgililo Playground,09/05/2024 06:00:00 PM,,K.I.M,63,
Staten Island,Lieutenant John H. Martinson Playground,07/23/2022 10:00:00 AM,,K.I.M,90,
Queens,Highland Park,07/02/2024 06:00:00 PM,,K.I.M,30,
Bronx,Behagen Playground,08/18/2022 10:00:00 AM,,K.I.M,240,
Manhattan,Columbus Park,08/03/2022 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Williamsbridge Oval Park,09/19/2023 10:00:00 AM,,K.I.M,19,
Queens,Helen Marshall Playground,05/30/2023 06:00:00 PM,,K.I.M,20,
Manhattan,J. Hood Wright Park,07/28/2022 06:00:00 PM,,K.I.M,270,
Queens,Grover Cleveland Playground,07/06/2023 06:00:00 PM,,K.I.M,120,
Brooklyn,Hamilton Metz Field,10/07/2024 10:00:00 AM,,K.I.M,12,
Queens,Bayswater Park,07/08/2022 06:00:00 PM,,K.I.M,27,
Brooklyn,Seth Low Playground/ Bealin Square,08/24/2022 10:00:00 AM,,K.I.M,42,
Brooklyn,Marion Hopkinson Playground,09/05/2023 10:00:00 AM,,K.I.M,45,
Manhattan,Samuel Seabury Playground,08/28/2024 05:37:00 PM,,K.I.M,130,
Brooklyn,Red Hook Park,07/07/2022 12:00:00 PM,,K.I.M,13,
